Section,section_id,req_id,Test Availability,Test Availability,Annotation? ,New Req for R?,New CTS for R?,class_def,method,module,Comment(internal) e.g. why a test is not possible ,Comment (external) ,New vs Updated(Q),CTS Bug Id ,CDD Bug Id,CDD CL,Area,Shortened,Test Level,,external version,,,
,9.11,H-0-2,Not testable,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,H-0-3,Not testable,Not testable,,,,,,,,,New in Q,,11748530,8259626,Security,Security,-1,,,,,
,9.11,H-0-4,Manually Testable Missing Test,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,H-0-5,Not testable,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,H-1-1,Not testable,Manually Testable Missing Test,,,,,,,,,,http://b/124075563,,,System UI,System UI,0.2,,,,,
,9.11,H-1-2,Not testable,Manually Testable Missing Test,,,,,,,,,,http://b/124075563,,,System UI,System UI,0.2,,,,,
2.3.5 Security Model(TV),9.11,T-0-1,Not testable,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,T-0-2,Not testable,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,T-0-3,Not testable,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,T-0-4,Manually Testable Missing Test,Not testable,,,,,,,,,New in Q,,111748530,8259626,Security,Security,-1,,,,,
,9.11,T-1-1,Not testable,Manually Testable Missing Test,,,,,,,,,New in Q,,,,Security,Security,0.2,,,,,
,9.11.1,C-3-5,Not testable,Not testable,,,,,,,,,New in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-5-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-5-2,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-5-3,Manually Testable Missing Test,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-6-1,Manually Testable Missing Test,Not testable,,,,,,,,,Updated in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-6-2,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-6-3,Not testable,Not testable,,,,,,,,,Updated in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-6-4,Not testable,Not testable,,,,,,,,,Updated in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-7-1,Manually Testable Missing Test,Not testable,,,,,,,,,New in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-7-10,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-7-11,Not testable,Not testable,,,,,,,,,New in Q,,123365828,9273639,Security,Security,-1,,,,,
,9.11.1,C-7-12,Not testable,Not testable,,,,,,,,,New in Q,,124243324,9273639,Security,Security,-1,,,,,
,9.11.1,C-7-2,Not testable,Test Available,,,,"com.android.cts.verifier.managedprovisioning.
KeyGuardDisabledFeaturesActivity
android.admin.cts.DevicePolicyManagerTest",testKeyGuardDisabledFeatures,"CtsVerifierProvisioningTests
CtsAdminTestCases",,,,,,,Security,Security,-1,,,,,
,9.11.1,C-7-3,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-7-4,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-7-5,Not testable,Not testable,,,,,,,,,Updated in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-7-6,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-7-7,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-7-8,Not testable,Not testable,,,,,,,,,New in Q,,120995257,9273639,Security,Security,-1,,,,,
,9.11.1,C-7-9,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-8-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-8-2,Test Available,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-8-3,Not testable,Not testable,,,,,,,,,Updated in Q,,120995257,9273639,Security,Security,-1,,,,,
9.11.1 Secure Lock Screen And Auth,9.11.1,C-2-1,Test Available,Test Available,,,,com.android.cts.verifier.security.ScreenLockBoundKeysTest,com.android.cts.verifier.security.ScreenLockBoundKeysTest.*,CtsVerifierSecurityTestCases,,,,,,,Security,Security,1,,,,,
,9.11.1,C-2-2,Not testable,Test Available,,,,com.andriod.cts.verifier.securityScreenLockBoundKeysTest,com.andriod.cts.verifier.securityScreenLockBoundKeysTest.*,CtsVerifierSecurityTestCases,,,,,,,Security,Security,2,,,,,
,9.11.1,C-3-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-3-2,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-3-3,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-3-4,Not testable,Test Missing,,,,,,,Punted to R,,,119312756,,,Security,Security,0,,,,,
,9.11.1,C-4-1,Not testable,Not testable,,,,,,,,,Updated in Q,,126002559,9273639,Security,Security,-1,,,,,
,9.11.1,C-4-2,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.1,C-4-3,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
9.11.2 Strong Box,9.11.2,C-1-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-10,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-11,Test Available,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-2,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-3,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-4,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-5,Test Missing,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-6,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-7,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-8,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.11.2,C-1-9,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
9.11.3 Identity Credential,9.11.3,C-0-1,,Test Available,,Yes,,"[('android.app.notification.legacy.cts.ConditionProviderServiceTest', 6), ('android.telephony.ims.cts.ImsServiceTest', 6), ('android.media.cts.MediaSession2ServiceTest', 4), ('android.app.notification.legacy29.cts.NotificationAssistantServiceTest', 4), ('android.view.inputmethod.cts.NavigationBarColorTest', 4), ('android.app.notification.legacy.cts.LegacyNotificationManagerTest', 4), ('android.view.inputmethod.cts.BaseInputConnectionTest', 3), ('android.security.cts.StagefrightTest', 2), ('android.provider.cts.media.MediaStore_Audio_Genres_MembersTest', 2), ('android.provider.cts.media.MediaStore_Audio_Playlists_MembersTest', 2), ('android.view.cts.FocusFinderTest', 2), ('android.provider.cts.media.MediaStore_Audio_GenresTest', 1), ('android.os.cts.HwBinderTest', 1), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.media.cts.MediaRoute2ProviderServiceTest', 1), ('android.provider.cts.media.MediaStoreAudioTestHelper', 1), ('android.autofillservice.cts.TimePickerTestCase', 1), ('android.provider.cts.media.MediaStore_Audio_AlbumsTest', 1), ('android.autofillservice.cts.CustomDescriptionDateTest', 1), ('android.autofillservice.cts.DateValueSanitizerTest', 1), ('android.view.cts.ViewUnbufferedTest', 1), ('android.telephony.cts.PhoneNumberUtilsTest', 1), ('android.content.cts.ClipDescriptionTest', 1), ('android.autofillservice.cts.DateTransformationTest', 1), ('android.permission.cts.LocationAccessCheckTest', 1), ('android.provider.cts.media.MediaStore_Audio_ArtistsTest', 1), ('android.view.cts.ChoreographerTest', 1), ('android.provider.cts.media.MediaStore_Audio_MediaTest', 1), ('android.provider.cts.media.MediaStore_Audio_Artists_AlbumsTest', 1), ('android.view.inputmethod.cts.FocusHandlingTest', 1), ('android.media.cts.MediaRouter2Test', 1)]","[('getInstance', 12), ('setUp', 4), ('getTargetContext', 4), ('tearDown', 4), ('size', 3), ('moveToFirst', 3), ('close', 3), ('RouteCallback', 2), ('Audio1', 2), ('getInstrumentation', 2), ('getUiAutomation', 2), ('getActivity', 2), ('clear', 2), ('poll', 2), ('setup', 2), ('data', 2), ('getSharedVolumeNames', 2), ('getContentResolver', 2), ('newSingleThreadExecutor', 1), ('build', 1), ('check', 1), ('run', 1), ('FrameCallback', 1), ('getAction', 1), ('getX', 1), ('getY', 1), ('getEventTime', 1), ('getSource', 1), ('getWidth', 1), ('getHeight', 1), ('getSimpleName', 1), ('getPackageManager', 1), ('Object', 1), ('UnlockScreenRule', 1)]","[('CtsInputMethodTestCases', 8), ('CtsAutoFillServiceTestCases', 4), ('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
,9.11.3,C-0-2,,,,Yes,,"[('android.inputmethodservice.cts.devicetest.InputMethodManagerDeviceTest', 10), ('android.transition.cts.ChangeImageTransformTest', 8), ('android.appsecurity.cts.OverlayHostTest', 8), ('android.telephony.cts.CellIdentityTest', 7), ('android.view.inputmethod.cts.KeyboardVisibilityControlTest', 6), ('com.android.cts.devicepolicy.DeviceOwnerPlusProfileOwnerTest', 5), ('android.telephony.cts.SmsManagerTest', 4), ('android.server.wm.KeyguardTests', 3), ('android.view.inputmethod.cts.BaseInputConnectionTest', 3), ('android.autofillservice.cts.CustomDescriptionWithLinkTestCase', 3), ('android.view.cts.ViewTest', 3), ('android.os.storage.cts.CrateInfoTest', 3), ('android.view.inputmethod.cts.InputMethodStartInputLifecycleTest', 3), ('com.android.cts.devicepolicy.LauncherAppsSingleUserTest', 3), ('android.server.wm.KeyguardLockedTests', 3), ('android.telephony.cts.PhoneStateListenerTest', 2), ('com.android.cts.devicepolicy.ManagedProfileCrossProfileTest', 2), ('android.telephony.cts.CellBroadcastServiceTest', 2), ('android.contentcaptureservice.cts.ClipboardAccessTest', 2), ('android.view.cts.ViewConfigurationTest', 2), ('android.content.res.cts.AssetManagerTest', 2), ('android.angle.cts.CtsAngleDeveloperOptionHostTest', 2), ('android.server.wm.WindowInsetsAnimationControllerTests', 2), ('android.view.inputmethod.cts.InputMethodServiceTest', 2), ('android.carrierapi.cts.NetworkScanApiTest', 2), ('android.view.inputmethod.cts.InputMethodInfoTest', 2), ('android.telephony.cts.CellInfoTest', 2), ('android.telephony.cts.SignalStrengthTest', 2), ('android.content.cts.ClipDescriptionTest', 2), ('android.security.identity.cts.UtilUnitTests', 2), ('android.view.inputmethod.cts.ImeInsetsVisibilityTest', 2), ('android.media.cts.AudioTrackTest', 2), ('android.view.inputmethod.cts.SearchViewTest', 2), ('android.security.identity.cts.ProvisioningTest', 2), ('android.uirendering.cts.testclasses.ColorSpaceTests', 1), ('android.telephony.cts.VisualVoicemailServiceTest', 1), ('android.server.wm.WindowInsetsTest', 1), ('android.net.wifi.cts.ConnectedNetworkScorerTest', 1), ('android.server.wm.ActivityManagerGetConfigTests', 1), ('android.security.identity.cts.EphemeralKeyTest', 1), ('com.android.cts.net.hostside.VpnTest', 1), ('android.media.cts.AudioMetadataTest', 1), ('android.hardware.cts.CameraGLTest', 1), ('com.android.cts.devicepolicy.MixedManagedProfileOwnerTest', 1), ('android.uirendering.cts.testclasses.LayerTests', 1), ('com.android.cts.appbinding.AppBindingHostTest', 1), ('android.os.cts.SharedMemoryTest', 1), ('android.security.identity.cts.IdentityApiTest', 1), ('android.telephony.cts.TelephonyRegistryManagerTest', 1)]","[('setUp', 17), ('getInstrumentation', 15), ('getDevice', 15), ('build', 12), ('getTargetContext', 7), ('tearDown', 7), ('getContext', 7), ('getBytes', 6), ('printStackTrace', 6), ('setup', 5), ('getMethodName', 5), ('getUiAutomation', 5), ('Builder', 5), ('getPackageManager', 5), ('getPackageName', 5), ('end', 5), ('ByteArrayOutputStream', 4), ('toByteArray', 4), ('Object', 4), ('notifyAll', 4), ('getExampleDrivingPrivilegesCbor', 4), ('UnlockScreenRule', 3), ('ime', 3), ('size', 3), ('requestFocus', 3), ('run', 3), ('trim', 3), ('find', 3), ('CborBuilder', 3), ('addMap', 3), ('getActivity', 2), ('getResources', 2), ('clearPrimaryClip', 2), ('getLabel', 2), ('getWindow', 2), ('toLanguageTag', 2), ('resetTransition', 2), ('waitForBroadcastIdle', 2), ('get', 2), ('addArray', 2), ('iterator', 2), ('next', 2), ('getPublicKey', 2), ('createBaseInputConnection', 1), ('loadMask', 1), ('getWidth', 1), ('getHeight', 1), ('setUpInputMethodManager', 1), ('tearDownInputMethodManager', 1), ('prepareClipboardManager', 1), ('cleanYourself', 1), ('hasWindowFocus', 1), ('getLabel_shouldMatchTheConstructor', 1), ('newCrateInfo_withNormalLabelAndMaxExpiration_shouldBeSuccess', 1), ('readFromParcel_shouldMatchFromWriteToParcel', 1), ('obtain', 1), ('recycle', 1), ('getSimpleName', 1), ('CancellationSignal', 1), ('LimitedErrorCollector', 1), ('types', 1), ('statusBars', 1), ('navigationBars', 1), ('nullValue', 1), ('openEventStream', 1), ('getDecorView', 1), ('close', 1), ('getGlExtensionsFromDriver', 1), ('getEGL', 1), ('getConfigs', 1), ('addExtensionsForConfig', 1), ('getLocales', 1), ('getTotalRam', 1), ('supportedHardware', 1), ('storePrivateDnsSetting', 1), ('bind', 1), ('waitForIdle', 1), ('restorePrivateDnsSetting', 1), ('unbind', 1), ('stopVpn', 1), ('getEventName', 1), ('getArguments', 1), ('getReturnBooleanValue', 1), ('ChangeImageTransform', 1), ('start', 1), ('quit', 1), ('waitUntilReady', 1), ('waitUntilDone', 1), ('onLooperPrepared', 1), ('getLooper', 1), ('getName', 1), ('getAllCellInfo', 1), ('onCellInfoChanged', 1), ('Executor', 1), ('StringBuilder', 1), ('toString', 1), ('wakeUp', 1), ('InstallMultiple', 1), ('getCurrentUser', 1), ('prettyPrintMap', 1), ('getState', 1), ('release', 1), ('supportsSecureLock', 1), ('getLine1Number', 1), ('getSimOperator', 1)]","[('CtsInputMethodTestCases', 20), ('CtsAutoFillServiceTestCases', 3), ('CtsContentCaptureServiceTestCases', 2), ('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
,9.11.3,C-0-3,,,,Yes,,"[('android.appsecurity.cts.ApkVerityInstallTest', 12), ('android.security.identity.cts.EphemeralKeyTest', 2), ('android.security.identity.cts.ProvisioningTest', 2), ('android.security.identity.cts.UtilUnitTests', 1), ('android.security.identity.cts.IdentityApiTest', 1), ('android.security.identity.cts.UserAuthTest', 1), ('android.security.identity.cts.CreateItemsRequestTest', 1), ('android.security.identity.cts.AttestationTest', 1), ('android.security.identity.cts.HkdfTest', 1)]","[('build', 5), ('getBytes', 3), ('printStackTrace', 3), ('getExampleDrivingPrivilegesCbor', 2), ('end', 2), ('Builder', 2), ('getDevice', 2), ('length', 2), ('createEphemeralKey', 1), ('ByteArrayOutputStream', 1), ('CborBuilder', 1), ('addArray', 1), ('addMap', 1), ('toByteArray', 1), ('iterator', 1), ('next', 1), ('getPublicKey', 1), ('setUp', 1), ('getLaunchApiLevel', 1), ('tearDown', 1), ('DeviceLockSession', 1), ('LockScreenSession', 1), ('setLockCredential', 1), ('performDeviceLock', 1), ('sleepDevice', 1), ('getTargetContext', 1), ('Random', 1), ('toString', 1)]",,,,,,,,,,,,,,,
,9.11.3,C-0-4,,,,Yes,,"[('android.fragment.cts.FragmentLifecycleTest', 24), ('android.fragment.cts.FragmentTransitionTest', 12), ('android.fragment.cts.FragmentTransactionTest', 11), ('android.transition.cts.ActivityTransitionTest', 9), ('android.autofillservice.cts.CheckoutActivityTest', 7), ('android.view.cts.VerifyInputEventTest', 7), ('android.view.cts.TextureViewTest', 6), ('android.preference.cts.PreferenceRecycleTest', 5), ('android.server.wm.DreamManagerServiceTests', 5), ('android.fragment.cts.PrimaryNavFragmentTest', 4), ('android.graphics.cts.SetFrameRateTest', 4), ('android.view.cts.FrameMetricsListenerTest', 4), ('android.content.cts.ContextAccessTest', 3), ('android.view.cts.MenuInflaterTest', 3), ('android.graphics.cts.VulkanPreTransformTest', 3), ('android.assist.cts.ScreenshotTest', 3), ('android.graphics.cts.BitmapFactoryTest', 2), ('android.view.cts.KeyEventInterceptTest', 2), ('android.view.cts.TextureViewCameraTest', 2), ('android.fragment.cts.sdk26.FragmentManagerNonConfigTest', 2), ('android.autofillservice.cts.LoginWithStringsActivityTest', 2), ('android.autofillservice.cts.TimePickerTestCase', 2), ('android.assist.cts.LifecycleTest', 2), ('android.colormode.cts.AttributeWideColorModeTest', 2), ('android.view.cts.GestureDetectorTest', 2), ('android.mediapc.cts.EncoderInitializationLatencyTest', 1), ('android.telephony.cts.PhoneStateListenerTest', 1), ('android.net.cts.IpSecBaseTest', 1), ('android.media.cts.MediaRoute2ProviderServiceTest', 1), ('android.transition.cts.ChangeBoundsTest', 1), ('android.accessibilityservice.cts.MagnificationGestureHandlerTest', 1), ('android.signature.cts.tests.ApiComplianceCheckerTest', 1), ('android.telephony.cts.CellBroadcastServiceTest', 1), ('android.net.cts.IpSecManagerTunnelTest', 1), ('android.autofillservice.cts.CustomDescriptionWithLinkTestCase', 1), ('android.transition.cts.TransitionSetTest', 1)]","[('beginTransaction', 56), ('commit', 53), ('waitForTransition', 37), ('getFragmentManager', 35), ('getActivity', 31), ('findBlue', 26), ('size', 24), ('StrictFragment', 22), ('findGreen', 22), ('getFragments', 15), ('getPrimaryNavigationFragment', 14), ('any', 14), ('setup', 12), ('executePendingTransactions', 12), ('TransitionFragment', 12), ('setupInitialFragment', 9), ('getChildFragmentManager', 8), ('run', 7), ('getInstrumentation', 6), ('StrictViewFragment', 6), ('Runnable', 6), ('findRed', 6), ('setUp', 5), ('getContext', 5), ('toBundle', 5), ('waitForTargetActivity', 5), ('SharedElementCallback', 5), ('popBackStackImmediate', 5), ('getFilePointer', 4), ('popBackStack', 4), ('TrackingTransition', 4), ('getAlpha', 3), ('getTargetFragment', 3), ('getContentResolver', 3), ('CorrectFragment', 3), ('getSimpleName', 2), ('getBackStackEntryCount', 2), ('onStop', 2), ('getActivityRule', 2), ('afterActivityLaunched', 2), ('getUiAutomation', 2), ('commitNow', 2), ('getTag', 2), ('getValue', 2), ('onCreate', 2), ('OnCreateFragment', 2), ('getString', 2), ('getPort', 2), ('receive', 2), ('stopDream', 2), ('ComplexTransitionFragment', 2), ('getView', 2), ('getCapturedEpicenter', 2), ('toString', 2), ('TransitionSet', 2), ('Options', 1), ('getFD', 1), ('valid', 1), ('getNumberOfCameras', 1), ('delegateBackToPrimaryNav', 1), ('popPrimaryNav', 1), ('replacePrimaryNav', 1), ('nonConfigStop', 1), ('recreate', 1), ('Object', 1), ('Executor', 1), ('start', 1), ('getLooper', 1), ('tearDown', 1), ('quitSafely', 1), ('viewsNotStripped', 1), ('viewsStripped', 1), ('earlyExitStop', 1), ('Fade', 1), ('getWindow', 1), ('untargetedViews', 1), ('removeSharedViews', 1), ('getParent', 1), ('sharedElementCopied', 1), ('getBackground', 1), ('getBitmap', 1), ('countDown', 1), ('wakeUp', 1), ('basicLifecycle', 1), ('detachment', 1), ('basicBackStack', 1), ('attachBackStack', 1), ('viewLifecycle', 1), ('viewReplace', 1), ('viewReplaceMultiple', 1), ('childFragmentManagerAttach', 1), ('noPrematureStateChange', 1), ('targetFragmentRestoreLifecycleStateBackStack', 1), ('targetFragmentRestoreLifecycleStateManagerOrder', 1), ('preventReentrantCalls', 1), ('restoreNonConfig', 1), ('retainedFragmentInBackstack', 1), ('saveRemovedFragment', 1), ('nullNonConfig', 1), ('runTransactionsOnChange', 1), ('RemoveHelloInOnResume', 1), ('optionsMenu', 1), ('InvalidateOptionFragment', 1), ('retainInstanceWithOnCreate', 1), ('retainInstanceOneOnCreate', 1), ('getChildFragment', 1), ('ChildFragmentManagerChildFragment', 1), ('Bundle', 1), ('getArguments', 1), ('getBytes', 1), ('close', 1), ('getMenuInflater', 1), ('getMenu', 1), ('customSetup', 1), ('getPackageName', 1), ('supportsDream', 1), ('reset', 1), ('getGestureDetector', 1), ('startActivity', 1), ('getFragmentsOffThread', 1), ('FragmentWithView', 1), ('commitAllowStateLossDetached', 1), ('commitAllowingStateLoss', 1), ('commitNowAllowingStateLoss', 1), ('onNewIntent', 1), ('newIntentUnlocks', 1), ('data', 1), ('enterExitTransitions', 1), ('removeAdded', 1), ('crossContainer', 1), ('onMapSharedElementOut', 1), ('onMapSharedElementIn', 1), ('complexSharedElementTransition', 1), ('showHideTransition', 1), ('attachDetachTransition', 1), ('noSharedElementTransition', 1), ('getTrackedTargets', 1), ('stream', 1), ('clearTargets', 1), ('getWidth', 1), ('getHeight', 1), ('waitForIdleSync', 1), ('getTargetContext', 1)]","[('CtsFragmentTestCases', 51), ('CtsAutoFillServiceTestCases', 12), ('CtsMediaPerformanceClassTestCases', 1), ('CtsAccessibilityServiceTestCases', 1)]",,,,,,,,,,,,,,
9.12.Data Deletion,9.12,C-0-1,Manually Testable Missing Test,Manually Testable Missing Test,,,,,,,,,,,,,Security,Security,0.2,,,,,
,9.12,C-0-2,Not testable,Test Available,,,,android.security.cts.SELinuxHostTest,testDataTypeViolators(),CtsSecurityTestCases,"This ensures that data in /data partitions are
marked with data_file_type.",,Updated in Q,,124238463,9151563,Security,Security,1,,,,,
,9.12,C-0-3,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.12,C-0-4,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
9.13.Safe Boot Mode,9.13,C-1-1,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.13,C-1-2,Not testable,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.14,A-0-1,Not testable,Not testable,,,,,,,This Doc,,,,,,Security,Security,-1,,,,,
,9.14,A-0-2,Not testable,Not testable,,,,,,,This Doc,,,,,,Security,Security,-1,,,,,
9.15.Subscription Plans,9.15,C-0-1,Test Available,Test Available,,,,android.telephony.cts.SubscriptionManagerTest,testSubscriptionPlans,CtsTelephonyTestCases,,,,,,,Security,Security,2,,,,,
,9.15,C-0-2,Test Available,Not testable,,,,,,,,,,,,,Security,Security,-1,,,,,
,9.15,C-0-3,Test Available,Test Available,,,,android.telephony.cts.SubscriptionManagerTest,testSubscriptionPlansOverrideCongested,CtsTelephonyTestCases,,,,,,,Connectivity (Wifi / Telephony / Modem),Connectivity,2,,,,,
9.16. Applciation Data Migration,9.16,C-1-1,,,,Yes,,"[('android.appsecurity.cts.ApkVerityInstallTest', 10), ('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.hardware.camera2.cts.LogicalCameraDeviceTest', 1)]",,"[('CtsCameraTestCases', 2)]",,,,,,,,,,,,,,
,9.16,C-1-2,,,,Yes,,"[('android.hardware.camera2.cts.ExtendedCameraCharacteristicsTest', 1), ('android.adbmanager.cts.AdbManagerHostDeviceTest', 1), ('android.graphics.cts.PaintTest', 1)]","[('setUp', 2), ('getHeight', 1), ('getWidth', 1)]","[('CtsCameraTestCases', 1)]",,,,,,,,,,,,,,
,9.16,C-1-3,,,,Yes,,,,,,,,,,,,,,,,,,
,9.16,C-1-4,,,,Yes,,"[('android.telephony.cts.PhoneStateListenerTest', 27), ('android.server.wm.KeyguardTests', 23), ('android.appsecurity.cts.ExternalStorageHostTest', 14), ('android.graphics.cts.BitmapFactoryTest', 11), ('android.telephony.cts.SubscriptionManagerTest', 10), ('android.os.cts.ParcelFileDescriptorTest', 9), ('android.view.cts.MotionEventTest', 9), ('android.hardware.camera2.cts.NativeCameraDeviceTest', 7), ('com.android.cts.isolatedsplitapp.SplitAppTest', 3), ('android.autofillservice.cts.AutofillSaveDialogTest', 3), ('com.android.cts.launchertests.QuietModeTest', 3), ('android.server.wm.EnsureBarContrastTest', 3), ('android.appsecurity.cts.InstantAppUserTest', 2), ('android.mediapc.cts.EncoderInitializationLatencyTest', 2), ('android.preference.cts.PreferenceRecycleTest', 2), ('android.fragment.cts.PrimaryNavFragmentTest', 2), ('android.inputmethodservice.cts.devicetest.TestHelper', 2), ('android.server.wm.PrereleaseSdkTest', 2), ('android.view.textclassifier.cts.TextClassifierEventTest', 2), ('android.autofillservice.cts.DatasetTest', 1), ('com.android.cts.devicepolicy.LauncherAppsMultiUserTest', 1), ('android.view.cts.KeyEventInterceptTest', 1), ('android.view.cts.TextureViewCameraTest', 1), ('com.android.cts.intent.receiver.ClearApplicationDataTest', 1), ('android.cts.backup.backuptransportapp.BackupTransportTest', 1), ('android.host.multiuser.CreateUsersNoAppCrashesTest', 1), ('android.fragment.cts.sdk26.FragmentManagerNonConfigTest', 1), ('android.graphics.cts.Path_DirectionTest', 1), ('android.media.cts.bitstreams.H264Yuv420_8bitBpBitstreamsFullTest', 1), ('android.server.wm.ForceRelayoutTest', 1), ('android.autofillservice.cts.SaveInfoTest', 1)]","[('setUp', 10), ('getDevice', 10), ('getContext', 8), ('getPrimaryNavigationFragment', 6), ('getFilePointer', 4), ('setup', 4), ('getInstrumentation', 4), ('getActivity', 4), ('beginTransaction', 4), ('commit', 4), ('Options', 3), ('build', 3), ('get', 3), ('getTargetContext', 3), ('getConfig', 2), ('getBuild', 2), ('getClassName', 2), ('evaluate', 2), ('StrictFragment', 2), ('tearDown', 2), ('ByteArrayOutputStream', 1), ('toByteArray', 1), ('getFD', 1), ('valid', 1), ('Builder', 1), ('getMaxNumberOfUsersSupported', 1), ('getApiLevel', 1), ('getAbi', 1), ('cleanUp', 1), ('wipePrimaryExternalStorage', 1), ('getPrimaryUserId', 1), ('getCurrentUser', 1), ('Configuration', 1), ('launchActivity', 1), ('shouldLoadFeatureAAndBReceivers', 1), ('nullValue', 1), ('shouldLoadFeatureAAndBAndCReceivers', 1), ('getClassLoader', 1), ('getResources', 1), ('ExtrasResultReceiver', 1), ('Statement', 1), ('getNumberOfCameras', 1), ('AodSession', 1), ('setupUserManager', 1), ('readParams', 1), ('getArguments', 1), ('wakeupDeviceAndUnlock', 1), ('wakeUp', 1), ('pressMenu', 1), ('revertToDefaultLauncher', 1), ('getSimpleName', 1), ('waitForAvailable', 1), ('countDown', 1), ('setUpClass', 1), ('replacePrimaryNav', 1), ('getFragmentManager', 1), ('BackupTransport', 1), ('ErrorCollector', 1), ('DumpOnFailure', 1), ('onStop', 1), ('getPackageName', 1), ('bitstreams', 1), ('Object', 1), ('Executor', 1), ('run', 1), ('start', 1), ('getLooper', 1), ('quitSafely', 1)]","[('CtsCameraTestCases', 7), ('CtsAutoFillServiceTestCases', 5), ('CtsMediaPerformanceClassTestCases', 2), ('CtsFragmentTestCases', 2)]",,,,,,,,,,,,,,
,9.16,C-1-5,,,,Yes,,,,,,,,,,,,,,,,,,
9.3 Filesystem Permissions,9.3,C-0-1,Test Available,Test Available,,,,android.permission.cts.FileSystemPermissionTest,public void .*,CtsPermissionTestCases,,,,,,,Security,Security,2,,,,,
9.4.Alternate Execution Environment,9.4,C-0-1,Not testable,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
,9.4,C-0-10,Not testable,Not testable,,,,,,,,,,,109940863,,Runtime / Languages / Libraries,Runtime,-1,,,,,
